"","Sample_SQ24023853-R24009771LD01-2021415KP.sorted"
"chr17-60898389-61127734",24302.09
"chr17-61127734-61351503",23403.36
"chr17-61351503-61567831",22864.43
"chr17-61567831-61793590",23818.42
"chr17-61793590-62027920",24146.31
"chr17-62642896-62873923",23687.58
"chr17-63089821-63309427",23118.28
"chr17-63528256-63757481",23460.6
"chr17-63757481-64008233",26224.16
"chr17-64008233-64229427",23036.05
"chr17-64229427-64472586",24409.75
"chr17-64472586-64714669",25177.91
"chr17-65076183-65299622",23718.07
"chr17-65299622-65519275",23631.57
"chr17-65741422-65960184",23523.57
"chr17-65960184-66184139",23840.57
"chr17-66184139-66416756",24176.07
"chr17-66416756-66639335",23796.28
"chr17-66639335-66858045",24565.63
"chr17-66858045-67077015",23144.62
"chr17-67077015-67308675",24032.33
"chr17-67308675-67550155",25360.78
"chr17-67550155-67791229",24420.48
"chr17-67791229-68051518",25920.21
"chr17-68051518-68323589",28121.46
"chr17-68323589-68559980",24605.1
"chr17-68559980-68780836",23425.39
"chr17-68780836-69008927",24481.12
"chr17-69008927-69227131",23694.68
"chr17-69227131-69451271",23223.51
"chr17-69451271-69677603",23636.9
"chr17-69677603-69895393",23843.65
"chr17-69895393-70109133",22582.87
"chr17-70109133-70321089",22187.03
"chr17-70321089-70538091",12546.6
"chr17-70538091-70755879",23348.35
"chr17-70755879-70973731",23279.78
"chr17-70973731-71187664",22788.48
"chr17-71187664-71407685",23367
"chr17-71407685-71620352",20712.75
"chr17-71620352-71833639",13504.62
"chr17-71833639-72051285",23522.26
"chr17-72051285-72266623",23012.85
"chr17-72479909-72703092",23618
"chr17-72703092-72927940",18603.99
"chr17-72927940-73160396",23784
"chr17-73160396-73391975",23621.69
"chr17-73391975-73606608",22967.2
"chr17-73606608-73822013",23285.07
"chr17-73822013-74034943",22550.52
"chr17-74034943-74251099",22951.83
"chr17-74251099-74479668",23754.05
"chr17-74479668-74705871",23932.04
"chr17-74705871-74928059",23518.33
"chr17-74928059-75174017",24650.94
"chr17-75174017-75427881",25086.57
"chr17-75427881-75660735",23839.63
"chr17-75660735-75895826",23888.64
"chr17-75895826-76138440",24279.77
"chr17-76138440-76378474",24270.08
"chr17-76378474-76613433",24490.99
"chr17-76613433-76859632",24407.93
"chr17-76859632-77088784",23353.44
"chr17-77088784-77322494",19922.3
"chr17-77322494-77543481",23120.86
"chr17-77543481-77764587",23622.44
"chr17-77764587-77987357",23665.84
"chr17-77987357-78214482",23620.91
"chr17-78214482-78447226",23349.63
"chr17-78447226-78676285",23634.24
"chr17-78676285-78903021",23666.84
"chr17-78903021-79126371",23174.07
"chr17-79126371-79336455",22464.69
"chr17-79336455-79545839",22997.35
"chr17-79545839-79767041",23469.21
"chr17-79767041-79983737",22722.52
"chr17-79983737-80210006",23063.49
"chr17-80210006-80443376",24493.82
"chr17-80669849-80885807",23369.28
"chr17-80885807-81102629",22975.54
"chr17-81102629-81318707",23601.94
"chr17-81318707-81537941",23431.78
"chr17-81537941-81826124",24059.96
"chr17-81826124-82053193",23117.74
"chr17-82053193-82280628",23655.37
"chr17-82280628-82518196",24008.42
"chr17-82518196-82759678",24602.4
"chr17-82759678-82983511",20982.91
"chr18-324382-550047",23540.66
"chr18-550047-783124",23350.12
"chr18-783124-1014426",24048.47
"chr18-1014426-1239197",23845.67
"chr18-1239197-1458723",23660.55
"chr18-1458723-1681162",23500.44
"chr18-1681162-1902076",23749.02
"chr18-1902076-2114173",22680.06
"chr18-2114173-2334005",23259.74
"chr18-2334005-2552944",23231.26
"chr18-2552944-2775285",22867.68
"chr18-3006105-3233232",23229.08
"chr18-3233232-3457120",23274.61
"chr18-3457120-3691376",23764.31
"chr18-3691376-3912839",23285.55
"chr18-3912839-4126826",22560.26
"chr18-4126826-4337710",22416.37
"chr18-4337710-4553132",22934.42
"chr18-4553132-4780493",24361.08
"chr18-4780493-5003203",23440.49
"chr18-5003203-5224030",23747.48
"chr18-5224030-5441982",22917.93
"chr18-5441982-5651767",22453.08
"chr18-5651767-5869395",23354.28
"chr18-5869395-6078951",22463.13
"chr18-6078951-6297781",23613.31
"chr18-6297781-6514691",23047.81
"chr18-6514691-6732050",22715.94
"chr18-6732050-6947434",22664.19
"chr18-6947434-7174106",23431.93
"chr18-7174106-7413329",24415.63
"chr18-7413329-7629699",22886.13
"chr18-7629699-7846601",23154.67
"chr18-8281305-8491280",22460.72
"chr18-8946140-9176822",23768.06
"chr18-9176822-9403490",23533.82
"chr18-9403490-9628109",23230.36
"chr18-9628109-9850226",23059.96
"chr18-10066598-10285344",23279.56
"chr18-10285344-10492266",22112.45
"chr18-10749066-10968568",23380.86
"chr18-10968568-11190766",23112.76
"chr18-11190766-11405369",22641.2
"chr18-11405369-11651610",25873.22
"chr18-11651610-11873646",23293.03
"chr18-11873646-12115390",24913.57
"chr18-12405877-12638413",23769.43
"chr18-12638413-12875707",24273.14
"chr18-13107866-13324692",22954.33
"chr18-13324692-13541420",23098.55
"chr18-13541420-13764008",23443.2
"chr18-13764008-13993142",23679.79
"chr18-21105810-21336192",24049.09
"chr18-21336192-21570100",23759.93
"chr18-21570100-21814375",24570.31
"chr18-21814375-22046785",23662.21
"chr18-22046785-22272908",23465.71
"chr18-22272908-22483049",22834.02
"chr18-22483049-22708838",24125.35
"chr18-22708838-22941492",24711.6
"chr18-22941492-23175490",23990.39
"chr18-23175490-23401749",23671.14
"chr18-23401749-23636407",23825.14
"chr18-23636407-23852384",22605.62
"chr18-24068418-24292427",23416.22
"chr18-24292427-24521510",23500.25
"chr18-24521510-24743292",23495.63
"chr18-24743292-24955467",22840.54
"chr18-24955467-25162714",22617.02
"chr18-25162714-25371964",22127.63
"chr18-25590398-25807859",23115.91
"chr18-25807859-26022080",22592.79
"chr18-26022080-26256402",23644.69
"chr18-26474706-26688796",22309.54
"chr18-26688796-26906140",22750.69
"chr18-26906140-27125723",23842.84
"chr18-27351501-27566806",22664.88
"chr18-27780644-27993525",22406.4
"chr18-27993525-28201601",21905.78
"chr18-28201601-28434357",24694.05
"chr18-28434357-28645078",22614.43
"chr18-28645078-28858940",22819.2
"chr18-28858940-29073044",23396.92
"chr18-29283974-29495254",22989.79
"chr18-29495254-29709915",22873.67
"chr18-29709915-29920868",22601.84
"chr18-29920868-30137774",23635.52
"chr18-30137774-30350686",23134.5
"chr18-30350686-30558564",22599.83
"chr18-30558564-30768230",22733.36
"chr18-30768230-30985302",23275.56
"chr18-30985302-31193336",22069.37
"chr18-31413117-31626239",22650.68
"chr18-31626239-31853760",23719.64
"chr18-31853760-32097102",24583.71
"chr18-32097102-32326108",24065.61
"chr18-32326108-32544962",23003.23
"chr18-32544962-32760252",23128.48
"chr18-32975178-33187579",23116.67
"chr18-33405627-33615853",22736.89
"chr18-33615853-33830912",23331.46
"chr18-33830912-34044671",23209.55
"chr18-34044671-34260723",23625.63
"chr18-34260723-34479112",23306.28
"chr18-34702331-34920962",23086.14
"chr18-34920962-35132785",22612.05
"chr18-35132785-35360350",23848.79
"chr18-35360350-35575811",22660.41
"chr18-35575811-35801914",24396.28
"chr18-35801914-36035250",24409.09
"chr18-36035250-36264662",23880.48
"chr18-36264662-36476302",22520.26
"chr18-36476302-36687612",22574.8
"chr18-36687612-36900441",22881.77
"chr18-37139390-37353227",22991.83
"chr18-37353227-37557364",22579.08
"chr18-37557364-37764406",22083.45
"chr18-37764406-37993945",24571.79
"chr18-37993945-38203661",22299.99
"chr18-38203661-38413643",22342.67
"chr18-38413643-38617776",22129.87
"chr18-38825466-39033872",22248.27
"chr18-39033872-39247317",22770.64
"chr18-39247317-39464491",22971.89
"chr18-39464491-39677706",22855.42
"chr18-39677706-39888613",22589.84
"chr18-40102716-40322212",23538.1
"chr18-40531014-40738880",21968.06
"chr18-40738880-40953678",22845.58
"chr18-40953678-41161442",22630.36
"chr18-41161442-41369458",21757.02
"chr18-41369458-41575455",22066.17
"chr18-41575455-41792334",23478.61
"chr18-41792334-42000721",22387.33
"chr18-42000721-42214546",23038.73
"chr18-42214546-42426766",22207.23
"chr18-42426766-42646312",23574.83
"chr18-42646312-42868092",23795.89
"chr18-42868092-43077926",22945.29
"chr18-43077926-43296877",23471.77
"chr18-43296877-43513822",23078.07
"chr18-43513822-43730236",19992.98
"chr18-43730236-43948329",20446.92
"chr18-43948329-44165691",23700.33
"chr18-44165691-44395956",24699.58
"chr18-44395956-44612809",23294.42
"chr18-44612809-44817982",22144.33
"chr18-44817982-45033333",23611.79
"chr18-45033333-45243027",22681.68
"chr18-45243027-45451603",22512.03
"chr18-45451603-45666292",23613.56
"chr18-45666292-45897428",24358.29
"chr18-45897428-46135852",24315.34
"chr18-46135852-46359117",22756.75
"chr18-46359117-46567755",23104.42
"chr18-46567755-46784687",23282.25
"chr18-47077951-47291380",22484.2
"chr18-47291380-47506063",23264.9
"chr18-47506063-47725911",23860.2
"chr18-47938332-48149025",22505.42
"chr18-48149025-48361172",22815.86
"chr18-48361172-48575985",22890.22
"chr18-48575985-48786505",22928.71
"chr18-48786505-49002135",22459.43
"chr18-49002135-49230469",24118.89
"chr18-49230469-49457808",24385.58
"chr18-49457808-49684914",23394.73
"chr18-49684914-49911973",24005.79
"chr18-49911973-50124612",23166.8
"chr18-50124612-50350731",20896.34
"chr18-50350731-50573810",12569.02
"chr18-50573810-50786580",22413.73
"chr18-51014327-51241067",23901.46
"chr18-51458741-51671812",22356.07
"chr18-52109836-52323004",22365.43
"chr18-52323004-52533860",22525.48
"chr18-52533860-52744201",22474.81
"chr18-52953509-53165687",23192.95
"chr18-53165687-53388314",23836.72
"chr18-53388314-53608844",35511.2
"chr18-53608844-53830105",23700.59
"chr18-53830105-54046986",23420.08
"chr18-54046986-54265434",23000.89
"chr18-54265434-54494774",24266.43
"chr18-54494774-54719816",23898.72
"chr18-54719816-54931473",23543.29
"chr18-54931473-55140573",22252.09
"chr18-55140573-55350193",22844.12
"chr18-55350193-55557420",21794.51
"chr18-55557420-55775615",23204.84
"chr18-55775615-55993652",23279.34
"chr18-55993652-56208132",23147.87
"chr18-56208132-56425748",23366.82
"chr18-56425748-56647717",23370.01
"chr18-56647717-56860518",22731.72
"chr18-56860518-57072916",22977.33
"chr18-57072916-57293320",23301.52
"chr18-57293320-57505192",22685.81
"chr18-57505192-57746082",24375.59
"chr18-57746082-57972224",23652.97
"chr18-57972224-58192228",23045.55
"chr18-58192228-58401555",22277.85
"chr18-58619909-58851165",23970.15
"chr18-58851165-59074130",22882.08
"chr18-60196882-60411826",22921.47
"chr18-60630624-60846029",23583.92
"chr18-61060440-61272677",22917.58
"chr18-61272677-61484205",22507.31
"chr18-61484205-61708702",23976.92
"chr18-61924266-62143304",22758.43
"chr18-62143304-62355738",22669.08
"chr18-62355738-62573596",23033.54
"chr18-62573596-62799449",23110.77
"chr18-62799449-63028247",23870.53
"chr18-63028247-63240858",24592.42
"chr18-63240858-63462178",22764.65
"chr18-63462178-63688125",24012.94
"chr18-63688125-63905685",23150.11
"chr18-63905685-64121377",23098.71
"chr18-64121377-64339282",23429.48
"chr18-64339282-64557947",23184.79
"chr18-64557947-64780763",23872.79
"chr18-64780763-64990746",22735.46
"chr18-64990746-65204386",23079.17
"chr18-65204386-65413806",23044.31
"chr18-65413806-65627347",23020.19
"chr18-65627347-65839055",22366.75
"chr18-65839055-66047623",22887.73
"chr18-66047623-66255918",21710.35
"chr18-66255918-66468589",22680.13
"chr18-66468589-66674877",22517.85
"chr18-66674877-66890082",23058.97
"chr18-66890082-67103010",23122.35
"chr18-67103010-67315173",22122.37
"chr18-67315173-67527855",17514.03
"chr18-67527855-67741673",21544.17
"chr18-67741673-67953445",23279.72
"chr18-67953445-68163131",22844.14
"chr18-68163131-68380505",23046.68
"chr18-68380505-68599290",23303.56
"chr18-68599290-68817577",23098.93
"chr18-68817577-69027823",22902.5
"chr18-69235030-69449344",22886.05
"chr18-69449344-69665390",23227.61
"chr18-69665390-69876685",22648.8
"chr18-69876685-70095822",23160.02
"chr18-70095822-70319875",23366.51
"chr18-70319875-70548801",23918.51
"chr18-70548801-70782614",25452.33
"chr18-70782614-71008381",24205.12
"chr18-71008381-71226715",23053.2
"chr18-71226715-71439488",23110.1
"chr18-71439488-71651187",23243.93
"chr18-71651187-71866276",23299.7
"chr18-71866276-72076044",22802.11
"chr18-72076044-72290603",22881.06
"chr18-72290603-72500642",22721.39
"chr18-72500642-72710712",22421.51
"chr18-72710712-72919165",22105.79
"chr18-72919165-73143580",18417.59
"chr18-73143580-73359333",23286.86
"chr18-73359333-73576829",22930.04
"chr18-73576829-73787972",22345.12
"chr18-73787972-73998973",22864.22
"chr18-73998973-74218015",23134.15
"chr18-74218015-74433668",22574.38
"chr18-74433668-74645930",22679.94
"chr18-74645930-74858296",22697.04
"chr18-74858296-75065586",22447.5
"chr18-75065586-75272767",22086.76
"chr18-75272767-75477633",22191.66
"chr18-75477633-75683552",21978.73
"chr18-75683552-75898434",23032.64
"chr18-75898434-76109034",22376.19
"chr18-76109034-76318105",22222.74
"chr18-76318105-76528581",22101.1
"chr18-76528581-76759859",23954.52
"chr18-76759859-76984876",23229.82
"chr18-76984876-77200033",22887.87
"chr18-77200033-77427896",24387.64
"chr18-77654958-77863591",22175.33
"chr18-77863591-78070469",22010.41
"chr18-78070469-78278017",22031.07
"chr18-78278017-78494189",22689.04
"chr18-78494189-78708310",10927.64
"chr18-78708310-78923002",22754.89
"chr18-78923002-79149297",13630.91
"chr18-79149297-79372886",23844.67
"chr18-79372886-79587771",20930.94
"chr18-79587771-79809778",16207.47
"chr18-79809778-80038176",23469.06
"chr19-501928-749834",25440.54
"chr19-749834-994736",22155.39
"chr19-994736-1232112",21595.49
"chr19-1232112-1456525",22540.09
"chr19-1456525-1696077",24239.31
"chr19-1696077-1934483",23962.49
"chr19-1934483-2179047",24013.58
"chr19-2179047-2414910",24051.91
"chr19-2414910-2663355",24724.01
"chr19-2663355-2908500",24354.66
"chr19-2908500-3161232",24709.41
"chr19-3161232-3406575",25069.9
"chr19-3406575-3644017",24382.6
"chr19-3644017-3884348",24527.97
"chr19-3884348-4135450",24922.7
"chr19-4135450-4392074",25526.66
"chr19-4392074-4640180",24888.9
"chr19-4640180-4903013",25309.87
"chr19-4903013-5132040",23467.73
"chr19-5132040-5367366",24428.62
"chr19-5367366-5616765",25511.45
"chr19-5871527-6096158",23031.58
"chr19-6096158-6331824",24012.52
"chr19-6331824-6589060",25080.84
"chr19-6589060-6835397",24737.66
"chr19-7121693-7375638",25234.21
"chr19-7375638-7620270",26191.3
"chr19-7620270-7861605",24744.28
"chr19-7861605-8101656",23770.71
"chr19-8101656-8393392",27608.31
"chr19-8393392-8644852",24920.18
"chr19-8933626-9180749",25076.12
"chr19-9180749-9424106",25307.58
"chr19-9424106-9675006",25709.05
"chr19-9675006-9935090",26286.54
"chr19-9935090-10175143",24164.69
"chr19-10175143-10430939",24578.13
"chr19-10430939-10690954",25315.84
"chr19-10690954-10937423",24310.52
"chr19-10937423-11192986",24820.06
"chr19-11192986-11446932",24969.13
"chr19-11446932-11702448",25269.48
"chr19-11702448-11969661",27426.42
"chr19-12231941-12498645",26830.19
"chr19-12498645-12755821",24979.44
"chr19-12755821-13002658",24663.32
"chr19-13002658-13234686",23998.58
"chr19-13469755-13712964",24686.15
"chr19-13712964-13964872",24652.85
"chr19-13964872-14222159",24846.93
"chr19-14222159-14506061",27085.12
"chr19-14506061-14759168",24835.2
"chr19-14759168-15003386",25033.67
"chr19-15003386-15241263",23821.53
"chr19-15241263-15472815",23069.38
"chr19-15472815-15722275",25083.02
"chr19-15722275-15961278",25385.95
"chr19-15961278-16203070",24363.09
"chr19-16203070-16440992",24056.31
"chr19-16440992-16681529",24311.22
"chr19-16681529-16930253",24893.52
"chr19-16930253-17178109",25216.8
"chr19-17178109-17430777",24779.81
"chr19-17430777-17684307",25058
"chr19-17684307-17942988",24928.33
"chr19-17942988-18194231",24619.47
"chr19-18194231-18437787",24380.54
"chr19-18437787-18671828",23983.38
"chr19-18671828-18905073",23329.96
"chr19-18905073-19149934",24366.9
"chr19-19149934-19393008",23890.9
"chr19-19393008-19624442",23440.17
"chr19-19624442-19881984",25735.67
"chr19-19881984-20145444",26823.2
"chr19-20145444-20414450",27478.05
"chr19-20682186-20946264",17405.22
"chr19-20946264-21201235",20968.6
"chr19-21201235-21452746",25938.7
"chr19-21452746-21711711",24409.76
"chr19-21711711-21970330",21854.38
"chr19-21970330-22248773",22956.78
"chr19-22248773-22516890",24916.03
"chr19-22797067-23055844",26649.8
"chr19-23055844-23308582",25603.93
"chr19-23308582-23560117",26226.69
"chr19-23560117-23816635",26254.2
"chr19-23816635-24065205",25632.31
"chr19-28359024-28578191",23012.21
"chr19-28578191-28803427",24040.15
"chr19-28803427-29018543",23022.23
"chr19-29018543-29243411",23878.73
"chr19-29243411-29467443",24109.57
"chr19-29467443-29686245",22913.95
"chr19-29686245-29924781",24016.88
"chr19-29924781-30143893",23144.88
"chr19-30143893-30360287",23227.95
"chr19-30360287-30572133",22756.59
"chr19-30572133-30782557",22211.78
"chr19-30782557-30989055",22287.4
"chr19-30989055-31196335",22314.93
"chr19-31196335-31404443",22287.81
"chr19-31404443-31617648",22807.13
"chr19-31617648-31829862",22387.19
"chr19-31829862-32040356",22470.95
"chr19-32040356-32256676",22987.96
"chr19-32256676-32478402",23156.28
"chr19-32478402-32727172",25323.24
"chr19-32727172-32972451",25123.81
"chr19-32972451-33235435",25944.74
"chr19-33235435-33450123",22745.14
"chr19-33450123-33670535",22779.43
"chr19-33670535-33890268",22926.56
"chr19-33890268-34119360",23299.19
"chr19-34119360-34359669",16396.42
"chr19-34359669-34599136",24076.18
"chr19-34599136-34834441",25207.55
"chr19-34834441-35069717",24783.4
"chr19-35069717-35294121",23292.72
"chr19-35528793-35768128",25013.31
"chr19-35768128-36009540",23927.16
"chr19-36009540-36261631",25478.05
"chr19-36558829-36810312",25803.53
"chr19-36810312-37045777",24133.17
"chr19-37576849-37820456",24893.46
"chr19-37820456-38063115",24786.72
"chr19-38063115-38308518",24676.83
"chr19-38308518-38545694",24269.91
"chr19-38545694-38801453",25862.8
"chr19-38801453-39058929",25472.75
"chr19-39058929-39308880",24815.54
"chr19-39308880-39543269",23762.28
"chr19-39787443-40047623",28211.93
"chr19-40047623-40283471",24461.07
"chr19-40283471-40530638",23866.11
"chr19-40530638-40768607",24340.64
"chr19-41062543-41319943",26392.2
"chr19-41319943-41557576",19025.56
"chr19-41557576-41785516",17854.77
"chr19-41785516-42019513",25183.01
"chr19-42019513-42241534",23124.11
"chr19-42241534-42475734",26882.9
"chr19-42475734-42726566",26498.95
"chr19-43508438-43743469",23427.71
"chr19-43743469-43969193",23776.69
"chr19-43969193-44194364",23643.08
"chr19-44194364-44444492",26377.1
"chr19-44444492-44682695",24436.58
"chr19-44682695-44933397",24951.59
"chr19-44933397-45174416",24157.03
"chr19-45174416-45427960",24766.44
"chr19-45427960-45680346",24821.47
"chr19-45680346-45924387",24159.45
"chr19-46156957-46395993",24590.28
"chr19-46395993-46644734",24497.64
"chr19-46644734-46892008",24678.02
"chr19-46892008-47134841",24496.89
"chr19-47134841-47399759",25895.1
"chr19-47399759-47640237",23994.37
"chr19-47640237-47895781",25465.35
"chr19-48190254-48440650",25126.1
"chr19-48440650-48686184",24761.8
"chr19-48686184-48950137",25982.23
"chr19-48950137-49217704",26916.1
"chr19-49217704-49459088",24478.22
"chr19-49459088-49709295",24864.89
"chr19-49709295-49948480",24373.11
"chr19-50249659-50487432",24105.03
"chr19-50487432-50727777",24539.01
"chr19-50727777-50964182",23958.85
"chr19-50964182-51188948",23613.96
"chr19-51188948-51418174",24588.1
"chr19-51418174-51642339",22534.53
"chr19-51642339-51869587",23382.49
"chr19-51869587-52103916",24579.09
"chr19-52103916-52339723",24378.61
"chr19-52339723-52597139",26421.09
"chr19-52597139-52878995",28788.55
"chr19-52878995-53137638",26532.73
"chr19-53137638-53399970",27414.57
"chr19-53399970-53668932",27329.27
"chr19-53668932-53941397",26998.4
"chr19-53941397-54187308",11040.9
"chr19-54187308-54450676",7738.98
"chr19-54450676-54703869",6221.64
"chr19-55009957-55257711",18308.66
"chr19-55257711-55491905",24616.56
"chr19-55491905-55720315",23270.69
"chr19-55720315-55972717",26274.76
"chr19-56221326-56453427",24707.07
"chr19-56453427-56668956",22873.22
"chr19-57130004-57368712",24290.04
"chr19-57368712-57600182",24708.96
"chr19-57600182-57848417",26013.22
"chr19-57848417-58100778",26055.75
"chr19-58100778-58342230",24531.44
"chr20-296193-527458",23799.61
"chr20-527458-747553",23056.37
"chr20-747553-973557",23907.7
"chr20-973557-1185956",22975.47
"chr20-1185956-1407792",23930.37
"chr20-1407792-1631421",20496.83
"chr20-1631421-1851859",23798.63
"chr20-1851859-2061045",22924.69
"chr20-2061045-2285035",23524.81
"chr20-2285035-2507021",23048.33
"chr20-2507021-2732337",23458.29
"chr20-2732337-2962202",23418.07
"chr20-2962202-3200024",24217.53
"chr20-3200024-3432961",23903.84
"chr20-3432961-3667202",24410.35
"chr20-3667202-3900166",23545.69
"chr20-3900166-4133725",23712.77
"chr20-4133725-4361865",23831.17
"chr20-4361865-4581107",23302.15
"chr20-4581107-4806034",23870.13
"chr20-4806034-5035598",23443.78
"chr20-5035598-5271844",24074.51
"chr20-5271844-5509477",25284.31
"chr20-5509477-5755339",24809.49
"chr20-5755339-5981047",23268.22
"chr20-6203527-6423258",23336.61
"chr20-6423258-6631737",22550.61
"chr20-6631737-6840329",22364.01
"chr20-6840329-7056548",23253.15
"chr20-7056548-7272954",23239.05
"chr20-7272954-7485196",22923.62
"chr20-7485196-7695788",22512
"chr20-7695788-7911301",23227.25
"chr20-7911301-8129320",23368.11
"chr20-8129320-8337927",22732.19
"chr20-8337927-8553541",23159.13
"chr20-8553541-8773343",24236.28
"chr20-8773343-8983864",22651.38
"chr20-9196783-9407708",22838.92
"chr20-9407708-9619527",22493.07
"chr20-9619527-9834691",23049.92
"chr20-9834691-10050751",22920.07
"chr20-10050751-10263284",22848.44
"chr20-10480852-10688255",22187.11
"chr20-10688255-10899029",23004.11
"chr20-10899029-11106821",22390.56
"chr20-11106821-11316604",22971.64
"chr20-11316604-11529529",22789.01
"chr20-11529529-11746849",22883.73
"chr20-11746849-11957688",22522.79
"chr20-11957688-12172742",22975.7
"chr20-12172742-12390982",23465.24
"chr20-12390982-12622544",24926.35
"chr20-12622544-12849368",24053.65
"chr20-12849368-13061225",22949.1
"chr20-13271124-13493231",24017.11
"chr20-13493231-13726734",24366.44
"chr20-13726734-13948871",23462.85
"chr20-13948871-14174121",23517.21
"chr20-14174121-14398145",23924.23
"chr20-14398145-14615812",23456.67
"chr20-14615812-14829638",23340.17
"chr20-14829638-15042198",22421.34
"chr20-15042198-15259585",23249.21
"chr20-15259585-15469467",22726.39
"chr20-15469467-15678856",22774.68
"chr20-15678856-15892900",23236.48
"chr20-15892900-16103962",22868.64
"chr20-16103962-16314688",22510.09
"chr20-16314688-16523230",22593.44
"chr20-16523230-16741836",23048.68
"chr20-16741836-16967040",23876.66
"chr20-16967040-17188623",23827.56
"chr20-17188623-17398059",22134.82
"chr20-17398059-17615588",23097.78
"chr20-17615588-17827048",19461.12
"chr20-17827048-18053847",20233.49
"chr20-18053847-18292953",24478.91
"chr20-18523269-18747283",23720.61
"chr20-18747283-18983475",25166.02
"chr20-18983475-19208016",23751.33
"chr20-19208016-19415746",22332.97
"chr20-19415746-19623152",22754.47
"chr20-19623152-19840821",23399.17
"chr20-19840821-20062718",23563.34
"chr20-20062718-20280347",22765.63
"chr20-20280347-20492637",22541.76
"chr20-20492637-20703204",22814.92
"chr20-20703204-20919326",22681.4
"chr20-20919326-21131508",22652.53
"chr20-21131508-21354510",23103.46
"chr20-21354510-21574172",22991.29
"chr20-21574172-21792574",23107.2
"chr20-21792574-22028264",25091.79
"chr20-22259153-22467475",22352.83
"chr20-22467475-22677864",22627.54
"chr20-22677864-22898826",23929.45
"chr20-22898826-23113491",23103.35
"chr20-23113491-23330241",23462.83
"chr20-23330241-23552512",23665.99
"chr20-24060519-24268410",22461.78
"chr20-24268410-24478649",22627.64
"chr20-24478649-24698119",23730.68
"chr20-24698119-24912657",23055.64
"chr20-24912657-25138577",24296.07
"chr20-25138577-25375495",25094.71
"chr20-25375495-25608869",24216.93
"chr20-31293451-31533600",24699.01
"chr20-31533600-31780031",25050.39
"chr20-31780031-32000591",23141.38
"chr20-32000591-32229511",24105.2
"chr20-32229511-32464420",23696.78
"chr20-32464420-32685121",23027.2
"chr20-32685121-32928971",24423.66
"chr20-32928971-33146256",23017.88
"chr20-33146256-33367468",24019.3
"chr20-33367468-33618540",25036
"chr20-33618540-33853859",23911.2
"chr20-33853859-34077825",23549.38
"chr20-34077825-34331311",27572.78
"chr20-34331311-34570049",23915.33
"chr20-34809189-35035507",23505.79
"chr20-35035507-35282660",25561.3
"chr20-35282660-35512573",23588.2
"chr20-35512573-35748831",23930.35
"chr20-35748831-35995138",25119.06
"chr20-35995138-36229222",24721.03
"chr20-36229222-36449391",22924.59
"chr20-36449391-36691904",24514.91
"chr20-36691904-36936471",24457.07
"chr20-36936471-37199274",25963.67
"chr20-37199274-37419238",23795
"chr20-37419238-37636254",23222.63
"chr20-37636254-37851008",23508.65
"chr20-37851008-38065968",22879.61
"chr20-38065968-38281758",22921.3
"chr20-38281758-38509629",23487.95
"chr20-38509629-38728215",23400.47
"chr20-38728215-38950606",23234.86
"chr20-38950606-39165263",22877.02
"chr20-39165263-39379750",23344.47
"chr20-39379750-39594681",23210.11
"chr20-39594681-39812854",23513.51
"chr20-39812854-40026720",23295.65
"chr20-40026720-40238501",22946.66
"chr20-40238501-40452230",22757.12
"chr20-40452230-40666818",23239.99
"chr20-40666818-40870470",22266.57
"chr20-40870470-41093554",23459.03
"chr20-41093554-41315721",23584.06
"chr20-41315721-41531040",23128.1
"chr20-41531040-41756201",23730.54
"chr20-41756201-41978962",23819.96
"chr20-41978962-42185659",22529.48
"chr20-42185659-42401400",23099.19
"chr20-42401400-42612753",22673.36
"chr20-42612753-42830580",23545.69
"chr20-42830580-43041400",22562.63
"chr20-43041400-43253035",22693.42
"chr20-43253035-43484669",24365.18
"chr20-43484669-43726996",24298.53
"chr20-43726996-43958084",24307.08
"chr20-43958084-44172846",22763.41
"chr20-44172846-44401508",23819.84
"chr20-44401508-44627098",23723.55
"chr20-44627098-44848066",23343.75
"chr20-44848066-45069963",23391.27
"chr20-45069963-45284583",22976.26
"chr20-45284583-45508174",23761.5
"chr20-45508174-45749576",25813.13
"chr20-45749576-45989746",24707.21
"chr20-45989746-46201466",22507.82
"chr20-46201466-46411081",22864.58
"chr20-46411081-46621191",22588.75
"chr20-46621191-46834648",23155.39
"chr20-46834648-47046483",22375.27
"chr20-47046483-47273677",23775.83
"chr20-47273677-47527031",25344
"chr20-47527031-47752397",23698.16
"chr20-48005466-48222174",23670.38
"chr20-48222174-48437467",23395.45
"chr20-48437467-48676027",26248.79
"chr20-48676027-48891151",22595.3
"chr20-48891151-49128872",24495.53
"chr20-49128872-49368951",24602.59
"chr20-49368951-49584868",22842.47
"chr20-49584868-49818284",24107.62
"chr20-49818284-50053779",24724.56
"chr20-50053779-50281357",23301.57
"chr20-50281357-50510453",23871.19
"chr20-50510453-50740809",23864.25
"chr20-50740809-50977313",23489.35
"chr20-50977313-51193747",22721.03
"chr20-51193747-51405098",22889.84
"chr20-51405098-51621625",22474.64
"chr20-51621625-51868012",24536.36
"chr20-51868012-52115529",24807.16
"chr20-52115529-52339141",23444.03
"chr20-52339141-52557854",23548.43
"chr20-52557854-52768678",22879.49
"chr20-52768678-52976551",22381.9
"chr20-52976551-53185281",22390.27
"chr20-53185281-53399519",22592.01
